年,月,日,時,分,縣市,區,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS緯度,GPS經度,事故類別
2023,5,24,21,58,臺中市,霧峰區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,4,4,9,5,5,1,29,44,2,8,1,1,C03,7,9,1,10,2,14,,44,44,1,22,8,C03,120.711213,24.077081,2
2023,5,24,22,10,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.63732,24.181039,3
2023,5,24,22,18,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,1,,,7,,1,5,,B03,120.664548,24.185212,3
2023,5,24,22,34,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.721386,24.162311,3
2023,5,24,22,43,臺中市,西屯區,0,2,0,7,2,5,50,3,1,1,5,4,5,7,4,4,5,4,5,2,16,6,3,10,3,4,B03,7,5,1,8,2,4,,6,6,1,22,8,B03,120.644837,24.183067,2
2023,5,24,22,55,臺中市,西屯區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,1,1,5,5,4,2,16,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,22,8,C03,120.660236,24.164063,2
2023,5,24,23,33,臺中市,梧棲區,0,1,0,7,4,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,18,23,2,9,1,1,C03,7,6,1,10,8,12,,23,23,1,12,8,C03,120.53539,24.259151,2
2023,5,25,0,10,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.673337,24.166906,3
2023,5,25,0,25,臺中市,烏日區,0,2,0,7,3,5,50,3,1,1,5,4,5,7,3,1,5,5,4,1,18,23,2,7,1,1,C03,7,9,1,10,2,12,,23,23,1,21,8,C03,120.627439,24.105839,2
2023,5,25,0,45,臺中市,南屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,3,4,5,2,12,7,3,10,3,4,C03,7,8,1,10,2,13,,7,7,1,22,8,C03,120.62583,24.144883,2
2023,5,25,0,56,臺中市,西區,0,1,0,8,3,5,50,14,8,1,5,4,5,7,4,4,5,5,4,2,17,23,2,9,1,1,F01,7,9,8,20,10,16,,23,23,1,22,9,F01,120.655869,24.155525,2
2023,5,25,2,9,臺中市,大里區,0,0,0,8,,,30,,,,,,,,,,,,,,,23,,,,,B03,,,3,,11,,,23,,1,21,,B03,120.692878,24.092167,3
2023,5,25,2,44,臺中市,大里區,0,0,0,8,,,80,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.694108,24.106091,3
2023,5,25,4,1,臺中市,西屯區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,8,3,10,3,4,B03,7,5,1,8,2,8,,8,8,1,22,8,B03,120.647462,24.172818,2
2023,5,25,5,17,臺中市,南區,0,2,0,6,1,5,50,4,9,1,4,4,5,7,4,4,5,5,5,2,16,6,2,9,3,4,C03,7,5,1,10,2,12,,6,6,1,22,8,C03,120.674471,24.131913,2
2023,5,25,6,3,臺中市,北區,0,0,0,8,1,5,50,14,9,1,5,4,5,7,4,4,8,3,5,2,12,23,3,9,1,1,C03,7,9,1,10,7,11,,23,23,1,22,8,C03,120.683192,24.147483,3
2023,5,25,6,22,臺中市,南屯區,0,1,0,7,2,5,1,3,8,1,5,4,5,7,4,4,1,5,1,2,18,42,2,7,1,1,C03,7,1,1,10,2,12,,42,42,1,4,1,C03,120.61266,24.149815,2
2023,5,25,6,23,臺中市,太平區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,1,2,8,1,1,C03,7,4,1,1,2,12,,1,1,1,22,8,C03,120.71303,24.143994,2
2023,5,25,6,26,臺中市,太平區,0,1,0,7,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,8,3,10,1,1,B12,7,5,1,7,2,8,,8,8,1,21,8,B12,120.725925,24.13359,2
2023,5,25,6,34,臺中市,烏日區,0,1,0,7,1,5,50,3,1,1,5,4,5,7,4,4,1,4,5,2,12,19,3,10,1,1,B03,7,1,1,8,2,8,,19,19,1,21,8,B03,120.647193,24.10982,2
2023,5,25,6,50,臺中市,霧峰區,0,0,0,8,,,30,,,,,,,,,,,,,,,6,,,,,C03,,,1,,2,,,6,,1,21,,C03,120.697568,24.062666,3
2023,5,25,6,58,臺中市,南區,0,1,0,7,1,5,50,3,2,1,4,4,5,7,4,4,1,5,5,2,13,23,3,10,1,1,B03,7,9,1,8,2,8,,23,23,1,5,8,B03,120.646223,24.1112,2
2023,5,25,7,8,臺中市,清水區,0,1,0,6,1,5,50,4,1,1,4,4,5,7,3,1,10,5,5,2,13,23,2,5,1,1,B03,7,5,1,7,2,8,,23,23,1,21,8,B03,120.559053,24.274912,2
2023,5,25,7,20,臺中市,太平區,0,0,0,6,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,21,,B03,120.717009,24.155528,3
2023,5,25,7,25,臺中市,新社區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,C03,,,1,,2,,,23,,1,22,,C03,120.811095,24.243899,3
2023,5,25,7,26,臺中市,西屯區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,4,4,2,17,43,3,10,1,1,B03,7,7,1,8,2,7,,43,43,1,22,8,B03,120.606888,24.183656,2
2023,5,25,7,27,臺中市,太平區,0,0,0,6,,,30,,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,12,,1,21,,B03,120.703307,24.149092,3
2023,5,25,7,30,臺中市,南區,0,2,0,7,1,5,40,14,8,1,5,4,5,7,4,4,10,5,4,2,13,16,2,9,1,1,C03,7,9,1,10,2,11,,16,16,1,21,8,C03,120.658885,24.125326,2
2023,5,25,7,30,臺中市,霧峰區,0,0,0,8,,,60,,,,,,,,,,,,,,,23,,,,,B12,,,1,,2,,,23,,1,22,,B12,120.695543,24.064704,3
2023,5,25,7,35,臺中市,大雅區,0,2,0,8,1,5,30,5,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,11,,6,6,1,22,9,C03,120.669425,24.203616,2
2023,5,25,7,35,臺中市,龍井區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,2,1,10,5,5,2,18,23,2,9,3,4,C03,7,9,1,10,2,14,,23,23,1,22,9,C03,120.583237,24.187036,2
2023,5,25,7,35,臺中市,清水區,0,1,0,7,1,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,9,1,1,F01,7,6,8,20,2,16,,6,6,1,22,8,F01,120.615876,24.293352,2
2023,5,25,7,36,臺中市,南區,0,1,0,6,1,5,30,14,9,1,4,4,5,7,4,4,10,5,5,2,11,23,2,9,1,1,F02,7,9,8,20,11,16,,23,23,1,16,8,F02,120.671254,24.116257,2
2023,5,25,7,40,臺中市,大雅區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,3,4,4,1,12,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,22,9,C03,120.675926,24.215942,2
2023,5,25,7,40,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,23,,,,,C03,,,1,,1,,,23,,1,4,,C03,120.656732,24.169776,3
2023,5,25,7,40,臺中市,龍井區,0,1,0,7,1,5,30,5,1,1,4,4,5,7,3,1,10,5,5,2,16,6,3,10,3,4,B03,7,9,1,8,2,5,,6,6,1,9,1,B03,120.509046,24.19976,2
2023,5,25,7,40,臺中市,神岡區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,C03,,,1,,11,,,23,23,2,21,,C03,120.682341,24.269311,3
2023,5,25,7,40,臺中市,豐原區,0,2,0,6,1,5,50,14,7,1,4,4,5,7,4,4,5,5,5,1,16,26,2,9,1,1,C03,7,11,4,8,2,11,,26,26,1,21,8,C03,120.713345,24.261368,2
2023,5,25,7,41,臺中市,烏日區,0,1,0,8,1,5,50,11,8,1,5,4,5,7,4,4,1,4,4,1,13,9,3,10,1,1,B03,7,6,1,8,2,15,,9,9,1,21,1,B03,120.584276,24.111436,2
2023,5,25,7,42,臺中市,北區,0,0,0,6,,,50,,,,,,,,,,,,,,,23,,,,,C03,,,1,,2,,,23,,1,22,,C03,120.686516,24.145377,3
2023,5,25,7,42,臺中市,大里區,0,1,0,6,1,5,50,14,9,1,4,4,5,7,4,4,9,4,5,2,12,23,2,8,1,1,C03,7,9,1,10,2,11,,23,23,1,16,2,C03,120.674096,24.090913,2
2023,5,25,7,43,臺中市,大雅區,0,1,0,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,18,23,2,9,1,1,C03,7,9,1,10,2,12,,23,23,1,22,9,C03,120.613416,24.2328,2
2023,5,25,7,48,臺中市,霧峰區,0,2,0,6,1,5,30,3,1,1,4,4,5,7,4,4,10,5,5,1,16,6,3,10,1,1,C03,7,5,1,10,2,11,,6,6,1,4,8,C03,120.664776,24.056301,2
2023,5,25,7,50,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,C03,,,1,,1,,,16,,1,22,,C03,120.622055,24.191421,3
2023,5,25,7,50,臺中市,太平區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,4,4,5,5,5,1,27,44,2,9,1,1,C03,7,9,1,10,2,11,,44,44,1,5,1,C03,120.722784,24.103844,2
2023,5,25,7,52,臺中市,北區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,16,19,3,10,1,1,B03,7,1,1,8,2,5,,19,19,1,5,5,B03,120.675619,24.158331,2
2023,5,25,7,52,臺中市,南區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,1,4,4,2,13,16,2,8,1,1,C03,7,9,1,10,2,11,,16,16,1,5,8,C03,120.668518,24.128606,2
2023,5,25,7,52,臺中市,南區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,4,4,9,5,5,2,16,6,3,10,1,1,B03,7,6,1,8,2,5,,6,6,1,5,8,B03,120.664074,24.117405,2
2023,5,25,7,53,臺中市,南屯區,0,1,0,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,1,13,16,2,8,1,1,C03,7,9,1,10,2,11,14,16,16,1,5,1,C03,120.619951,24.134719,2
2023,5,25,7,54,臺中市,北屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,13,16,2,9,1,1,C03,7,9,1,10,2,11,,16,16,1,21,8,C03,120.670078,24.173576,2
2023,5,25,7,57,臺中市,大里區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,1,13,16,3,10,3,4,B02,7,9,1,8,2,1,,16,16,1,22,9,B02,120.697042,24.10079,2
2023,5,25,7,58,臺中市,北區,0,0,0,,,,50,,,,,,,,,,,,,,,12,,,,,B11,,,1,,2,,,12,,1,22,,B11,120.679853,24.157109,3
2023,5,25,8,0,臺中市,東區,0,1,0,7,1,5,50,4,1,1,5,4,5,7,4,4,5,4,5,2,12,17,3,10,1,1,B03,7,9,1,8,2,5,,17,17,1,5,8,B03,120.70624,24.129633,2
2023,5,25,8,2,臺中市,東區,0,0,0,,,,50,,,,,,,,,,,,,,,26,,,,,C03,,,1,,2,,,26,,1,5,,C03,120.70624,24.129633,3
2023,5,25,8,5,臺中市,東區,0,1,0,6,3,5,50,14,9,1,4,4,5,7,4,4,5,4,5,2,18,23,2,9,1,1,C03,7,15,3,18,2,12,,23,23,1,21,8,C03,120.701257,24.131725,2
2023,5,25,8,5,臺中市,太平區,0,1,0,6,1,5,50,4,1,1,4,4,5,7,1,1,5,5,5,1,18,43,2,9,1,1,C03,7,9,1,10,2,12,,43,43,1,21,8,C03,120.719896,24.156303,2
2023,5,25,8,10,臺中市,梧棲區,0,1,0,8,1,5,60,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,3,10,1,1,B03,7,9,1,8,2,5,,25,25,1,9,1,B03,120.549826,24.239633,2
2023,5,25,8,12,臺中市,北區,0,2,0,7,1,5,50,3,1,1,4,4,5,7,4,4,3,4,4,2,16,6,2,8,1,1,C03,7,6,1,9,2,12,,6,6,1,22,9,C03,120.694181,24.152909,2
2023,5,25,8,12,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,19,,,,,B03,,,1,,1,,,19,,1,22,,B03,120.681113,24.17018,3
2023,5,25,8,13,臺中市,大雅區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,5,5,1,17,23,2,9,1,1,C03,7,4,1,10,2,12,,23,23,1,21,8,C03,120.657259,24.224078,2
2023,5,25,8,13,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,B03,,,1,,2,,,16,,1,22,,B03,120.679436,24.121085,3
2023,5,25,8,13,臺中市,神岡區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,E05,,,1,,2,,,16,,1,22,,E05,120.666813,24.275494,3
2023,5,25,8,14,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,26,,,,,B03,,,1,,1,,,26,,1,4,,B03,120.60878,24.155686,3
2023,5,25,8,14,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,23,1,21,,B03,120.747637,24.266759,3
2023,5,25,8,15,臺中市,太平區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,1,2,9,1,1,C03,7,4,1,10,2,14,,1,1,1,22,8,C03,120.715276,24.13583,2
2023,5,25,8,15,臺中市,后里區,0,0,0,6,2,5,30,4,1,1,5,4,5,7,4,4,10,5,5,1,15,6,,,,,B03,,,1,,2,,,6,,1,22,,B03,120.717745,24.321438,3
2023,5,25,8,16,臺中市,潭子區,0,1,0,6,1,5,50,14,7,1,4,4,5,7,4,4,5,4,5,1,18,42,2,9,1,1,C03,7,12,1,10,2,14,,42,42,1,22,8,C03,120.723144,24.214794,2
2023,5,25,8,16,臺中市,西區,0,3,0,8,1,5,50,4,1,1,5,4,3,7,4,4,10,5,5,2,16,26,2,9,1,1,C03,7,5,1,10,2,11,,26,26,1,22,8,C03,120.668192,24.149007,2
2023,5,25,8,18,臺中市,西屯區,0,1,0,8,1,5,1,3,1,1,5,4,5,7,4,4,9,4,4,2,12,43,2,9,1,1,C03,7,9,3,18,2,14,,43,43,1,12,8,C03,120.639078,24.159319,2
2023,5,25,8,20,臺中市,南屯區,0,1,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,8,3,4,C03,7,9,1,10,2,11,,6,6,1,12,8,C03,120.638711,24.139494,2
2023,5,25,8,20,臺中市,西屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,23,,,,,A11,,,1,,2,,,23,,1,22,,A11,120.643604,24.177404,3
2023,5,25,8,21,臺中市,北區,0,0,0,8,1,5,30,3,9,1,5,4,5,7,4,4,5,5,5,2,12,23,3,10,1,1,B03,7,6,1,8,2,2,,23,23,1,5,5,B03,120.669072,24.157067,3
2023,5,25,8,22,臺中市,大雅區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,9,4,4,1,17,6,3,10,1,1,B03,7,5,1,8,2,2,,6,6,1,20,9,B03,120.652411,24.221291,2
2023,5,25,8,23,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,26,,,,,A12,,,1,,2,,,26,,1,22,,A12,120.659346,24.19611,3
2023,5,25,8,25,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,17,,1,22,,B03,120.653251,24.172416,3
2023,5,25,8,25,臺中市,西屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,13,23,3,10,1,1,B03,7,9,1,8,1,1,,23,23,1,22,8,B03,120.597758,24.191643,2
2023,5,25,8,26,臺中市,東區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,17,26,2,9,1,1,C03,7,11,1,10,2,12,,26,26,1,22,8,C03,120.692844,24.133396,2
2023,5,25,8,27,臺中市,豐原區,0,0,0,,,,60,,,,,,,,,,,,,,,16,3,10,1,1,B03,7,12,1,4,2,1,,16,16,1,21,8,B03,120.7032,24.243087,3
2023,5,25,8,31,臺中市,北屯區,0,0,0,6,,,50,,,,,,,,,,,,,,,44,,,,,B03,,,1,,2,,,44,,1,21,,B03,120.72141,24.18146,3
2023,5,25,8,33,臺中市,西屯區,0,1,0,8,1,5,35,11,9,1,5,4,5,1,4,4,10,5,5,2,12,42,2,9,1,1,C03,7,4,1,10,2,14,,42,42,1,22,8,C03,120.628582,24.17567,2
2023,5,25,8,34,臺中市,南區,0,2,0,8,1,5,40,4,1,1,5,4,5,7,2,1,10,5,5,2,15,25,2,9,1,1,C03,7,9,1,10,2,12,,25,25,1,5,8,C03,120.662687,24.126984,2
2023,5,25,8,35,臺中市,霧峰區,0,3,0,8,1,5,40,4,1,1,5,4,5,7,2,1,1,4,4,1,13,16,2,9,1,1,C03,7,9,1,10,2,11,,16,16,1,18,5,C03,120.699052,24.077985,2
2023,5,25,8,36,臺中市,南屯區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,4,4,2,16,19,2,9,3,4,C03,7,1,1,10,2,14,,19,19,1,4,9,C03,120.637494,24.148699,2
2023,5,25,8,40,臺中市,北區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,2,1,5,4,4,2,13,7,3,10,3,4,B03,7,8,1,8,2,3,,7,7,1,22,9,B03,120.672434,24.145088,2
2023,5,25,8,41,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,C03,,,1,,2,,,16,,1,22,,C03,120.606734,24.160034,3
2023,5,25,8,42,臺中市,后里區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,16,16,3,10,1,1,B12,7,9,1,8,2,5,,16,16,1,21,1,B12,120.709895,24.307849,2
2023,5,25,8,49,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,2,,,7,,1,21,,B03,120.691541,24.171575,3
2023,5,25,8,50,臺中市,西屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,12,,,,,C03,,,1,,1,,,12,,1,22,,C03,120.618241,24.172445,3
2023,5,25,8,50,臺中市,烏日區,0,2,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,4,5,1,11,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,21,8,C03,120.638657,24.081219,2
2023,5,25,8,51,臺中市,豐原區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,5,4,2,18,48,2,9,1,1,C03,7,9,1,10,2,12,,48,48,1,4,8,C03,120.709025,24.245585,2
2023,5,25,8,54,臺中市,北區,0,1,0,7,1,5,50,14,9,1,5,4,5,7,4,4,2,4,5,2,17,6,3,10,1,1,C03,7,6,1,10,2,13,,6,6,1,22,9,C03,120.677406,24.163336,2
2023,5,25,8,55,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,23,1,5,,B03,120.693396,24.171286,3
2023,5,25,8,55,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,6,1,8,2,5,,6,6,1,4,8,B03,120.6854,24.1734,2
2023,5,25,8,56,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B12,,,1,,1,,,12,,1,12,,B12,120.63569,24.166945,3
2023,5,25,9,1,臺中市,北屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,10,5,5,2,16,10,3,10,3,4,A12,7,11,1,2,2,2,,10,10,1,21,8,A12,120.718738,24.18625,2
2023,5,25,9,3,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,16,,,,,C01,,,4,,1,,,16,,1,22,,C01,120.593367,24.182162,3
2023,5,25,9,15,臺中市,烏日區,0,1,0,8,1,5,50,14,13,1,5,4,5,7,4,4,9,4,5,1,16,18,3,10,1,1,B03,7,3,1,8,2,5,,18,18,1,21,8,B03,120.644234,24.088474,2
2023,5,25,9,17,臺中市,龍井區,0,0,0,8,,,30,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.578091,24.180434,3
2023,5,25,9,18,臺中市,北區,0,1,0,8,1,5,30,4,1,1,5,4,5,7,4,4,5,5,5,2,16,6,2,8,1,1,C03,7,9,1,10,2,12,,6,6,1,5,5,C03,120.679966,24.162541,2
2023,5,25,9,25,臺中市,太平區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,1,1,5,5,5,2,12,23,3,10,1,1,B03,7,5,1,8,2,5,,23,23,1,21,8,B03,120.71981,24.121245,2
2023,5,25,9,26,臺中市,西屯區,0,0,0,8,,,80,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.627499,24.160165,3
2023,5,25,9,30,臺中市,龍井區,0,1,0,8,1,5,50,14,8,1,5,4,5,7,4,4,1,4,4,2,17,40,3,10,3,4,B12,7,13,1,8,2,4,,40,40,1,9,8,B12,120.546035,24.193096,2
2023,5,25,9,35,臺中市,北屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,4,5,2,17,19,3,10,1,1,B03,7,1,1,10,2,1,,19,19,1,5,8,B03,120.680156,24.171927,2
2023,5,25,9,35,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,,,,,B03,,,1,,1,,,42,,1,22,,B03,120.656283,24.19929,3
2023,5,25,9,43,臺中市,北區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,4,4,5,4,4,1,16,23,3,10,3,4,C03,7,9,1,10,2,11,,23,23,1,22,9,C03,120.670073,24.15821,2
2023,5,25,9,45,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,C03,,,1,,2,,,16,,1,22,,C03,120.671996,24.140619,3
2023,5,25,9,46,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.677412,24.152547,3
2023,5,25,9,47,臺中市,烏日區,0,1,0,8,1,5,30,4,2,1,5,4,5,7,4,4,10,5,5,2,11,8,3,10,3,4,B12,7,5,1,8,2,8,,8,8,1,21,1,B12,120.648315,24.055476,2
2023,5,25,9,52,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,23,23,2,9,1,1,B02,7,6,1,8,2,1,,23,23,1,21,8,B02,120.67837,24.184174,2
2023,5,25,9,53,臺中市,大雅區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B12,,,1,,2,,,23,,1,22,,B12,120.649986,24.211159,3
2023,5,25,9,55,臺中市,烏日區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B01,,,1,,2,,,23,23,1,21,,B01,120.602052,24.107093,3
2023,5,25,9,58,臺中市,西屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,43,,,,,B03,,,1,,1,,,43,,1,22,,B03,120.645782,24.159166,3
2023,5,25,10,3,臺中市,東區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,17,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,21,8,C03,120.692588,24.143105,2
2023,5,25,10,5,臺中市,南屯區,0,0,0,,,,50,,,,,,,,,,,,,,,23,,,,,B12,,,1,,1,,,23,,1,11,,B12,120.647218,24.142897,3
2023,5,25,10,11,臺中市,東區,0,0,0,,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,21,,B03,120.690138,24.143044,3
2023,5,25,10,12,臺中市,東區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,5,5,5,2,13,16,2,9,1,1,C03,7,9,1,10,2,11,,16,16,1,9,8,C03,120.688484,24.135263,2
2023,5,25,10,13,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,1,,,7,,1,21,,B03,120.712855,24.172848,3
2023,5,25,10,16,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.655114,24.176727,3
2023,5,25,10,25,臺中市,南屯區,0,0,0,,,,50,,,,,,,,,,,,,,,44,,,,,B03,,,1,,1,,,44,,1,4,,B03,120.623247,24.145064,3
2023,5,25,10,28,臺中市,大里區,0,1,0,8,1,5,50,14,9,1,5,4,4,7,4,4,1,4,5,1,18,23,2,9,1,1,C03,7,9,1,10,2,12,,23,23,1,22,9,C03,120.679161,24.11603,2
2023,5,25,10,32,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,12,,1,5,,B03,120.676181,24.134298,3
2023,5,25,10,34,臺中市,北區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,12,23,3,10,1,1,B03,7,9,1,8,2,5,,23,23,1,5,5,B03,120.673542,24.16584,2
2023,5,25,10,35,臺中市,清水區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,4,4,5,5,5,1,17,23,2,9,1,1,C01,7,9,1,9,2,13,,23,23,1,22,8,C01,120.563561,24.274872,2
2023,5,25,10,40,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B12,,,1,,11,,,23,,2,22,,B12,120.705828,24.17304,3
2023,5,25,10,44,臺中市,東區,0,0,0,,,,50,,,,,,,,,,,,,,,25,,,,,B03,,,1,,2,,,25,,1,5,,B03,120.697914,24.148,3
2023,5,25,10,46,臺中市,南區,0,0,0,,,,50,,,,,,,,,,,,,,,16,,,,,B03,,,1,,2,,,16,,1,5,,B03,120.651242,24.121271,3
2023,5,25,10,50,臺中市,大雅區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,4,4,5,5,5,1,12,19,2,9,1,1,C04,7,1,1,11,2,11,,19,19,1,22,9,C04,120.652965,24.226144,2
2023,5,25,10,50,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,4,,B03,120.598172,24.189473,3
2023,5,25,10,50,臺中市,霧峰區,0,1,0,8,1,5,40,14,16,1,5,4,5,7,4,4,3,4,5,1,23,23,2,9,1,1,B03,7,9,1,8,2,8,,23,23,1,22,9,B03,120.667409,24.045489,2
2023,5,25,11,0,臺中市,大雅區,0,1,0,8,1,5,30,11,9,1,5,4,5,7,4,4,10,4,5,1,11,23,3,10,1,1,B03,7,9,1,8,2,1,,23,5,1,22,9,B03,120.653231,24.217595,2
2023,5,25,11,3,臺中市,烏日區,0,1,0,8,1,5,40,3,1,1,5,4,5,7,4,4,1,4,4,1,12,6,3,10,3,4,B12,7,6,1,5,2,2,,6,6,1,21,4,B12,120.642353,24.109049,2
2023,5,25,11,10,臺中市,烏日區,0,0,0,8,,,30,,,,,,,,,,,,,,,3,,,,,B03,,,1,,2,,,3,,1,21,,B03,120.643406,24.075498,3
