年,月,日,時,分,縣市,區,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS緯度,GPS經度,事故類別
2023,5,8,12,15,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,2,,6,6,1,22,8,B03,120.654285,24.162078,2
2023,5,8,12,20,臺中市,清水區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,21,,B03,120.554401,24.261485,3
2023,5,8,12,21,臺中市,北屯區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,13,16,2,9,1,1,C03,7,9,1,10,2,11,14,16,16,1,5,8,C03,120.668515,24.178075,2
2023,5,8,12,21,臺中市,大肚區,0,2,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,1,1,1,C03,7,9,1,10,2,11,,6,6,1,5,8,C03,120.577909,24.174298,2
2023,5,8,12,21,臺中市,和平區,0,2,0,7,1,5,30,11,9,1,5,4,5,7,4,4,10,5,5,1,10,5,3,10,3,4,B03,7,9,1,8,2,8,,5,5,1,22,9,B03,121.261176,24.272258,2
2023,5,8,12,31,臺中市,北區,0,1,0,8,1,5,50,4,8,1,5,4,5,7,2,1,5,2,4,1,16,9,3,10,3,4,B03,7,6,1,8,2,2,,9,9,1,22,9,B03,120.676421,24.157514,2
2023,5,8,12,31,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,4,,,,,B03,,,1,,2,,,4,,1,22,,B03,120.63611,24.1438,3
2023,5,8,12,34,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B01,,,1,,2,,,23,23,1,10,,B01,120.655938,24.165527,3
2023,5,8,12,35,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,1,,,,,A12,,,1,,2,,,1,,1,10,,A12,120.721734,24.143686,3
2023,5,8,12,36,臺中市,中區,0,0,0,8,1,5,50,14,9,1,5,4,5,7,1,4,5,4,5,2,17,23,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.681464,24.144027,3
2023,5,8,12,40,臺中市,霧峰區,0,0,0,8,,,30,,,,,,,,,,,,,,,23,,,,,B12,,,1,,2,,,23,,1,22,,B12,120.693667,24.020167,3
2023,5,8,12,41,臺中市,霧峰區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B12,,,1,,2,,,23,,1,12,,B12,120.698118,24.060888,3
2023,5,8,12,46,臺中市,北區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,2,1,10,5,5,2,18,23,2,9,2,1,F01,7,5,8,20,2,16,,23,23,1,21,1,F01,120.694218,24.161292,2
2023,5,8,12,52,臺中市,神岡區,0,0,0,8,,,30,,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,12,,1,22,,B03,120.69728,24.250686,3
2023,5,8,13,0,臺中市,西屯區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,2,1,10,5,5,2,12,7,2,9,1,1,C03,7,8,1,10,2,12,,7,7,1,22,8,C03,120.655771,24.19961,2
2023,5,8,13,1,臺中市,西屯區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,4,4,2,16,26,3,10,3,4,B12,7,5,1,8,2,5,,26,26,1,22,8,B12,120.641778,24.169235,2
2023,5,8,13,16,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,17,,1,22,,B03,120.63741,24.177324,4
2023,5,8,13,19,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,12,,1,22,,B03,120.620569,24.187136,3
2023,5,8,13,24,臺中市,烏日區,0,0,0,8,,,30,,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,17,,1,4,,B03,120.606326,24.119458,3
2023,5,8,13,31,臺中市,西屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,21,,B03,120.647066,24.168416,3
2023,5,8,13,31,臺中市,霧峰區,0,0,0,8,,,40,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.662944,24.063028,3
2023,5,8,13,35,臺中市,潭子區,0,0,0,8,,,30,,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,12,,1,22,,B03,120.69617,24.223132,3
2023,5,8,13,35,臺中市,南屯區,0,0,0,,,,50,,,,,,,,,,,,,,,18,,,,,B03,,,1,,1,,,18,,1,22,,B03,120.601976,24.149798,3
2023,5,8,13,35,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,26,,,,,B12,,,1,,2,,,26,,1,22,,B12,120.713019,24.14363,3
2023,5,8,13,36,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,,,,,B12,,,1,,2,,,42,,1,5,,B12,120.684141,24.197128,3
2023,5,8,13,37,臺中市,梧棲區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,23,1,20,,B03,120.528594,24.241313,3
2023,5,8,13,41,臺中市,梧棲區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,2,1,1,4,1,1,16,25,2,9,1,1,C03,7,5,1,9,2,14,,25,25,1,4,8,C03,120.544331,24.247096,2
2023,5,8,13,48,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,26,,,,,B12,,,1,,1,,,26,,1,22,,B12,120.625002,24.182084,3
2023,5,8,13,55,臺中市,北區,0,0,0,,,,30,,,,,,,,,,,,,,,23,,,,,B12,,,1,,2,,,23,,1,22,,B12,120.697535,24.154846,3
2023,5,8,13,57,臺中市,大雅區,0,0,0,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,11,17,,,,,B12,,,1,,2,,,17,,1,22,,B12,120.62071,24.237523,3
2023,5,8,14,0,臺中市,中區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,10,2,5,2,2,23,3,10,1,1,B12,7,9,1,7,2,5,,23,42,1,22,9,B12,120.6829,24.142243,2
2023,5,8,14,0,臺中市,北屯區,0,1,0,8,1,5,50,4,4,1,5,4,5,7,2,1,1,4,5,2,13,16,3,10,1,1,C03,7,9,1,10,2,11,,16,16,1,21,8,C03,120.694338,24.164688,2
2023,5,8,14,0,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,C03,,,1,,2,,,23,,1,22,,C03,120.651201,24.166899,3
2023,5,8,14,0,臺中市,沙鹿區,0,0,0,8,1,5,60,14,9,1,5,4,5,7,1,1,1,3,4,1,14,12,,,,,B03,,,1,,2,,,12,,1,22,,B03,120.566846,24.203623,3
2023,5,8,14,3,臺中市,南屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,23,,,,,B12,,,6,,1,,,23,,1,22,,B12,120.622933,24.14538,3
2023,5,8,14,4,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,12,,1,22,,B03,120.610251,24.191241,3
2023,5,8,14,5,臺中市,北屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,23,1,5,,B03,120.672179,24.201211,3
2023,5,8,14,9,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,19,,,,,B03,,,1,,1,,,19,,1,22,,B03,120.639892,24.16624,3
2023,5,8,14,13,臺中市,南區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,1,,6,6,1,5,8,B03,120.657448,24.125099,2
2023,5,8,14,16,臺中市,北屯區,0,1,0,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,17,19,3,10,3,4,B03,7,1,1,8,2,1,,19,19,1,21,8,B03,120.667917,24.186718,2
2023,5,8,14,24,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,6,,,,,B03,,,1,,2,,,6,6,1,5,,B03,120.686435,24.178556,3
2023,5,8,14,27,臺中市,南區,0,2,0,8,1,5,50,3,2,1,5,4,5,7,4,4,3,4,4,2,17,19,2,9,1,1,C03,7,1,1,10,2,14,,19,19,1,5,8,C03,120.666684,24.127791,2
2023,5,8,14,30,臺中市,龍井區,0,1,0,8,1,5,70,5,1,1,5,4,5,7,1,1,10,5,5,2,16,44,2,9,1,1,C03,7,1,1,10,2,14,,44,44,1,12,8,C03,120.536954,24.193713,2
2023,5,8,14,33,臺中市,西區,0,0,0,,,,50,,,,,,,,,,,,,,,6,,,,,B03,,,1,,2,,,6,,1,5,,B03,120.671879,24.149002,3
2023,5,8,14,36,臺中市,潭子區,0,1,0,8,1,5,60,14,7,1,5,4,5,7,4,4,1,4,4,1,17,6,3,10,1,1,B12,7,8,1,8,1,7,,6,6,1,22,8,B12,120.689189,24.221338,2
2023,5,8,14,36,臺中市,西屯區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,3,1,5,5,4,2,16,10,3,10,1,1,B03,7,11,1,8,2,7,,10,10,1,22,8,B03,120.64793,24.16717,2
2023,5,8,14,45,臺中市,北屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,12,,,,,A12,,,1,,2,,,12,,1,5,,A12,120.683565,24.192745,3
2023,5,8,14,48,臺中市,龍井區,0,0,0,8,,,30,,,,,,,,,,,,,,,42,,,,,B03,,,1,,11,,,42,,1,22,,B03,120.589483,24.181295,4
2023,5,8,14,50,臺中市,西區,0,0,0,,,,50,,,,,,,,,,,,,,,19,,,,,B03,,,1,,2,,,19,,1,20,,B03,120.656813,24.144925,3
2023,5,8,14,53,臺中市,東區,0,1,0,8,1,5,50,4,1,1,5,4,5,6,2,1,5,5,5,2,12,8,3,10,1,1,C03,7,5,1,10,2,14,,8,8,1,22,8,C03,120.689458,24.142851,2
2023,5,8,15,2,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,B03,,,1,,1,,,16,,1,22,,B03,120.625441,24.148908,3
2023,5,8,15,2,臺中市,沙鹿區,0,0,0,,,,40,,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,17,,1,22,,B03,120.559113,24.233799,3
2023,5,8,15,4,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.657114,24.169866,3
2023,5,8,15,5,臺中市,南屯區,0,0,0,8,1,5,50,14,9,1,5,4,5,7,1,1,5,4,5,2,12,7,,,,,B03,,,1,,1,,,7,7,1,5,,B03,120.649817,24.150845,3
2023,5,8,15,6,臺中市,大甲區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,3,10,1,1,B03,7,9,1,8,2,1,,6,6,1,21,8,B03,120.62247,24.34616,2
2023,5,8,15,11,臺中市,西屯區,0,0,0,8,,,80,,,,,,,,,,,,,,,23,,,,,B12,,,1,,2,,,23,,1,22,,B12,120.626579,24.159068,3
2023,5,8,15,16,臺中市,清水區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,1,4,4,2,9,19,3,10,1,1,A04,7,1,1,2,2,15,,19,19,1,21,8,A04,120.575412,24.268478,2
2023,5,8,15,19,臺中市,北區,0,0,0,,,,50,,,,,,,,,,,,,,,6,,,,,B03,,,1,,2,,,6,,1,21,,B03,120.663487,24.163021,3
2023,5,8,15,22,臺中市,南屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,15,25,3,10,1,1,B03,7,9,1,8,2,4,,25,25,1,22,8,B03,120.633248,24.124221,2
2023,5,8,15,23,臺中市,南屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,13,23,2,9,1,1,C03,7,5,1,8,2,11,,23,23,1,22,8,C03,120.634908,24.153979,2
2023,5,8,15,24,臺中市,北屯區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,3,4,5,2,12,9,2,9,1,1,B03,7,6,1,8,2,5,,9,9,1,22,8,B03,120.694142,24.164317,2
2023,5,8,15,27,臺中市,西屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,9,4,4,2,12,9,3,10,1,1,B03,7,6,1,8,2,2,,9,9,1,12,8,B03,120.644105,24.166708,2
2023,5,8,15,27,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,1,,23,23,1,22,,B03,120.712996,24.159106,3
2023,5,8,15,30,臺中市,龍井區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,1,1,10,5,5,2,3,15,3,10,1,1,B03,7,5,1,8,2,1,,15,15,1,19,5,B03,120.545474,24.183704,2
2023,5,8,15,31,臺中市,東區,0,2,0,8,1,5,50,4,9,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,3,4,C03,7,9,1,10,2,12,,6,6,1,22,8,C03,120.688887,24.136154,2
2023,5,8,15,32,臺中市,大里區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,4,4,2,16,10,3,10,1,1,B12,7,11,1,1,2,7,,10,10,1,5,8,B12,120.676558,24.111543,2
2023,5,8,15,33,臺中市,東區,0,0,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,2,13,12,3,10,1,1,B03,7,2,1,8,2,6,,12,12,1,21,8,B03,120.698829,24.126906,3
2023,5,8,15,37,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,26,,,,,B03,,,1,,2,,,26,,1,22,,B03,120.649904,24.120526,3
2023,5,8,15,37,臺中市,太平區,0,0,0,8,,,30,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,21,,B03,120.709283,24.158608,3
2023,5,8,15,43,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,26,,,,,B03,,,1,,1,,,26,,1,21,,B03,120.720694,24.174555,3
2023,5,8,15,45,臺中市,沙鹿區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,5,,B03,120.559122,24.234774,3
2023,5,8,16,0,臺中市,沙鹿區,0,0,0,8,,,50,,,,,,,,,,,,,,,18,,,,,B03,,,1,,1,,,18,,1,4,,B03,120.579509,24.21217,3
2023,5,8,16,1,臺中市,后里區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,16,26,3,10,1,1,B03,7,5,1,8,2,5,,26,26,1,21,8,B03,120.713376,24.323708,2
2023,5,8,16,10,臺中市,大雅區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,,,,,B02,,,1,,2,,,7,,1,22,,B02,120.636449,24.234807,3
2023,5,8,16,10,臺中市,南屯區,0,0,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,12,19,,,,,B01,,,1,,2,,,19,19,1,5,,B01,120.647064,24.130671,3
2023,5,8,16,10,臺中市,大里區,0,0,0,8,,,60,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.688387,24.081568,3
2023,5,8,16,15,臺中市,南屯區,0,1,0,8,1,5,50,14,8,1,5,4,5,7,4,4,1,4,4,2,17,7,3,10,1,1,B03,7,8,1,8,2,15,,7,7,1,22,8,B03,120.639538,24.15113,2
2023,5,8,16,15,臺中市,大里區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,5,4,4,2,12,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,22,7,C03,120.694774,24.111463,2
2023,5,8,16,16,臺中市,西屯區,0,1,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,4,C03,7,9,1,10,2,11,,6,6,1,22,8,C03,120.64631,24.181923,2
2023,5,8,16,17,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,1,,,7,,1,22,,B03,120.708066,24.250275,3
2023,5,8,16,23,臺中市,梧棲區,0,2,0,8,1,5,30,14,9,1,5,4,5,3,4,4,5,5,5,2,10,23,2,8,1,1,C03,7,9,1,10,2,14,,23,23,1,4,8,C03,120.534044,24.238597,2
2023,5,8,16,24,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,12,,1,22,,B03,120.671488,24.157632,3
2023,5,8,16,26,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,6,,,,,C03,,,1,,2,,,6,,1,22,,C03,120.713127,24.124861,3
2023,5,8,16,34,臺中市,西屯區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,4,1,2,13,16,3,10,1,1,C03,7,9,1,10,2,11,,16,16,1,22,8,C03,120.641683,24.166605,2
2023,5,8,16,34,臺中市,梧棲區,0,0,0,8,,,40,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,20,,B03,120.540041,24.24885,3
2023,5,8,16,35,臺中市,沙鹿區,0,1,0,8,1,5,30,3,9,1,5,4,5,7,4,4,9,4,3,1,17,6,3,10,1,1,B03,7,5,1,8,2,15,,6,6,1,3,8,B03,120.61283,24.242175,2
2023,5,8,16,36,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,2,2,,7,7,1,22,,B03,120.710128,24.134838,3
2023,5,8,16,37,臺中市,霧峰區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,4,4,9,4,5,1,17,26,3,10,1,1,B02,7,5,1,8,2,7,,26,26,1,12,8,B02,120.686153,24.049724,2
2023,5,8,16,40,臺中市,烏日區,0,1,0,8,1,5,50,14,8,1,5,4,5,7,4,4,9,4,4,1,16,19,3,10,1,1,B03,7,1,1,8,2,1,,19,19,1,22,8,B03,120.625785,24.106258,2
2023,5,8,16,42,臺中市,烏日區,0,0,0,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,12,17,3,10,3,4,A04,7,9,1,2,11,6,,17,17,1,10,4,A04,120.6492,24.055143,3
2023,5,8,16,44,臺中市,霧峰區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,9,5,5,1,16,9,3,10,1,1,B03,7,6,1,8,2,2,,9,9,1,22,8,B03,120.676106,24.063981,2
2023,5,8,16,46,臺中市,梧棲區,0,0,0,,,,40,,,,,,,,,,,,,,,43,,,,,B03,,,1,,1,,,43,,1,4,,B03,120.532488,24.257397,3
2023,5,8,16,48,臺中市,烏日區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,23,1,21,,B03,120.641681,24.108773,3
2023,5,8,16,49,臺中市,大雅區,0,1,0,8,1,5,30,3,2,1,5,4,5,7,4,4,5,5,5,2,16,6,3,10,1,1,B03,7,6,1,8,2,8,,6,6,1,22,9,B03,120.672797,24.235908,2
2023,5,8,16,49,臺中市,大雅區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,16,25,2,9,1,1,C03,7,9,1,10,2,14,,25,25,1,22,8,C03,120.672954,24.210885,2
2023,5,8,16,49,臺中市,西區,0,0,0,,,,50,,,,,,,,,,,,,,,42,,,,,B03,,,1,,9,,,42,,1,5,,B03,120.675239,24.133686,3
2023,5,8,16,52,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,19,,,,,B03,,,1,,2,,,19,19,1,21,,B03,120.71893,24.121967,3
2023,5,8,16,55,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,43,,,,,B03,,,1,,10,,,43,,1,22,,B03,120.655402,24.146208,3
2023,5,8,16,57,臺中市,北屯區,0,0,0,8,,,80,,,,,,,,,,,,,,,16,,,,,B12,,,1,,1,,,16,,1,21,,B12,120.684398,24.200901,3
2023,5,8,17,3,臺中市,清水區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,3,1,8,3,4,1,16,6,2,9,1,1,C03,7,6,3,18,2,12,,6,6,1,21,8,C03,120.570483,24.278153,2
2023,5,8,17,6,臺中市,西屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,2,1,10,5,5,2,13,16,2,9,1,1,C03,7,9,1,10,2,11,,16,16,1,21,8,C03,120.639791,24.177425,2
2023,5,8,17,8,臺中市,北區,0,2,0,8,1,5,50,4,2,1,5,4,5,7,1,1,5,4,5,2,16,7,2,9,1,1,C03,7,7,1,10,2,14,,7,7,1,22,8,C03,120.67823,24.167161,2
2023,5,8,17,8,臺中市,烏日區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,9,5,5,2,16,6,3,10,1,1,B03,7,9,1,8,2,2,,6,6,1,22,8,B03,120.607512,24.106042,2
2023,5,8,17,9,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,23,1,22,,B03,120.686718,24.155427,3
2023,5,8,17,10,臺中市,大里區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,8,5,5,2,16,6,2,9,3,4,C03,7,5,3,18,2,14,,6,6,1,21,8,C03,120.703311,24.087032,2
2023,5,8,17,11,臺中市,北區,0,1,0,8,1,5,50,14,7,1,5,4,3,7,4,4,9,5,4,2,13,23,2,8,1,1,C03,7,9,1,10,2,12,,23,23,1,21,8,C03,120.678483,24.169784,2
2023,5,8,17,13,臺中市,南區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,7,5,5,2,16,10,3,10,3,4,B03,7,11,1,8,2,8,,10,10,1,22,8,B03,120.65219,24.111034,2
2023,5,8,17,15,臺中市,東區,0,0,0,8,1,5,,14,9,1,5,4,5,7,4,4,9,5,5,2,17,43,,,,,,,,,,,,,43,43,1,,,,120.690939,24.127224,3
2023,5,8,17,18,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.681557,24.116237,3
2023,5,8,17,18,臺中市,神岡區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,5,4,4,1,16,25,2,9,1,4,C03,7,9,1,10,2,11,,25,25,1,22,9,C03,120.667937,24.257442,2
2023,5,8,17,19,臺中市,梧棲區,0,1,0,8,2,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,8,,6,6,1,3,8,B03,120.537045,24.241971,2
2023,5,8,17,20,臺中市,大甲區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,17,42,3,10,1,1,C03,7,6,1,10,2,12,,42,42,1,3,1,C03,120.65579,24.39324,2
2023,5,8,17,21,臺中市,后里區,0,0,0,8,1,5,50,8,9,1,5,4,5,7,4,4,1,4,4,1,13,16,3,10,1,1,B03,7,9,1,8,1,8,,16,16,1,21,8,B03,120.701928,24.312523,3
2023,5,8,17,23,臺中市,西屯區,0,2,0,8,1,8,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,2,9,1,1,C03,7,5,1,10,2,12,,6,6,1,4,8,C03,120.66323,24.176331,2
2023,5,8,17,24,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,5,,B03,120.6881,24.094305,3
2023,5,8,17,27,臺中市,大雅區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.656432,24.220792,3
2023,5,8,17,30,臺中市,北區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,4,4,5,4,4,2,17,26,2,9,1,1,C03,7,9,1,10,2,14,,26,26,1,22,8,C03,120.68248,24.166336,2
2023,5,8,17,31,臺中市,東區,0,1,0,8,1,5,50,4,9,1,5,4,5,7,2,1,5,4,5,2,16,6,3,10,1,1,B12,7,6,1,6,2,2,,6,6,1,21,8,B12,120.706117,24.12978,2
2023,5,8,17,32,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,10,,,,,C03,,,1,,2,,,10,,1,22,,C03,120.663787,24.124962,3
2023,5,8,17,34,臺中市,北區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,5,4,5,2,16,7,3,10,1,1,B03,7,8,1,8,3,2,,7,7,1,22,8,B03,120.670508,24.16044,2
2023,5,8,17,34,臺中市,梧棲區,0,0,0,,,,40,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,23,1,4,,B03,120.536973,24.260366,3
2023,5,8,17,36,臺中市,大雅區,0,0,0,8,1,5,50,3,9,1,5,4,5,7,4,4,10,5,5,2,11,5,,,,,B03,,,1,,2,,,5,,1,22,,B03,120.65086,24.209385,3
2023,5,8,17,36,臺中市,大雅區,0,1,0,8,1,5,30,14,9,1,5,4,5,7,4,4,5,5,5,1,13,16,2,8,1,1,C03,7,9,1,10,2,11,,16,16,1,21,8,C03,120.643629,24.220318,2
2023,5,8,17,36,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.609757,24.184444,3
2023,5,8,17,37,臺中市,南屯區,0,0,0,,,,50,,,,,,,,,,,,,,,44,,,,,B03,,,1,,1,,,44,44,1,22,,B03,120.638391,24.151464,3
2023,5,8,17,37,臺中市,沙鹿區,0,3,0,8,1,5,50,4,7,1,5,4,5,7,3,1,8,5,4,2,16,11,2,9,1,1,C03,7,11,1,8,2,14,,11,11,1,5,9,C03,120.57373,24.229068,2
2023,5,8,17,38,臺中市,南屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,3,4,5,2,17,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,22,8,C03,120.635058,24.151126,2
2023,5,8,17,40,臺中市,神岡區,0,2,0,8,1,5,50,4,2,1,5,4,5,7,1,1,5,2,4,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,22,8,C03,120.664409,24.258173,2
2023,5,8,17,42,臺中市,南屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,4,4,2,17,10,3,10,1,1,B03,7,11,1,8,2,4,,10,10,1,22,9,B03,120.612508,24.152274,2
2023,5,8,17,44,臺中市,西屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,12,6,3,10,1,1,B03,7,6,1,8,2,5,,6,6,1,22,8,B03,120.657113,24.200006,2
2023,5,8,17,44,臺中市,太平區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,16,6,3,10,1,1,B12,7,11,1,8,2,8,,6,6,1,21,8,B12,120.731864,24.113622,2
2023,5,8,17,44,臺中市,神岡區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,5,5,1,16,6,3,10,1,4,B03,7,5,1,8,2,5,,6,6,1,22,9,B03,120.705923,24.261044,2
2023,5,8,17,45,臺中市,北區,0,0,0,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,67,,1,,,,120.692591,24.15753,3
2023,5,8,17,45,臺中市,大里區,0,1,0,8,1,5,60,14,13,1,5,4,5,7,4,4,1,4,4,1,17,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,21,1,C03,120.672909,24.102284,2
2023,5,8,17,45,臺中市,霧峰區,0,2,0,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,1,26,42,2,9,1,1,C03,7,9,1,10,11,12,,42,42,1,18,8,C03,120.68211,24.054376,2
